SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

REDE:,Hidrométrica

CÓDIGO,NOME,ALTITUDE (M),LATITUDE (ºN),LONGITUDE (ºW),COORD_X (M),COORD_Y (M),BACIA,RIO,ÁREA DRENADA (KM2),COTA ZERO ESCALA (M),DISTRITO,CONCELHO,FREGUESIA,ENTIDADE RESPONSÁVEL (AUTOMÁTICA),ENTIDADE RESPONSÁVEL (CONVENCIONAL),TIPO ESTAÇÃO (AUTOMÁTICA),TIPO ESTAÇÃO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (CONVENCIONAL),ENCERRAMENTO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (AUTOMÁTICA),ENCERRAMENTO (AUTOMÁTICA),TELEMETRIA,ESTADO
30E/05H,ODEÁXERE (GORDEIRO),87,37.23,-8.68,151465.686,29528.307,RIBEIRAS DO ALGARVE,RIBEIRO DE ODEÁXERE,18.87,-,FARO,MONCHIQUE,MARMELETE,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,24-08-2001,-,SIM,ATIVA,
24I/01H,ODIVELAS,55,38.173,-8.138,199547.791,134031.25,SADO,RIBEIRA DE ODIVELAS,440.56,-,BEJA,FERREIRA DO ALENTEJO,ODIVELAS,-,CCDR-ALENTEJO,-,LIMNIMÉTRICA COM DESCARREGADOR,01-10-1934,30-09-1973,-,-,NÃO,EXTINTA,
28K/02H,OEIRAS,59,37.664,-7.712,237149.803,77629.394,GUADIANA,RIBEIRA DE OEIRAS,467.53,47.84,BEJA,MÉRTOLA,MÉRTOLA,Autoridade Nacional da Água,CCDR-ALENTEJO,SENSOR DE NÍVEL,LIMNIMÉTRICA,16-11-1981,-,15-03-2005,-,SIM,ATIVA,
17E/01H,OLHOS DE ÁGUA,83,39.448,-8.718,149625.243,275717.311,TEJO,RIO ALVIELA,70.51,-,SANTARÉM,ALCANENA,LOURICEIRA,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,01-03-2002,09-04-2008,NÃO,DESATIVADA,
H0013H,OLHOS DE ÁGUA (NASCENTE),-,-,-,-,-,TEJO,RIO ALVIELA,94,-,-,-,-,-,-,-,-,-,-,-,-,NÃO,-,
04G/04H,PADIM DA GRAÇA,17,41.571,-8.491,170184.887,511312.45,CÁVADO/RIBEIRAS COSTEIRAS,RIO CÁVADO,1274.44,15.033,BRAGA,VILA VERDE,CABANELAS,-,CCDR-NORTE,-,ESCALA,01-02-1979,30-09-1990,-,-,NÃO,EXTINTA,
11M/03H,PAI DIZ,905,40.46205886,-7.4716295,256105.362,388350.55,MONDEGO,RIO MONDEGO,50.73,883.04,GUARDA,GOUVEIA,FOLGOSINHO,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,11-12-2001,-,NÃO,ATIVA,
11M/01H,PAI DIZ (R.E.),895,40.461,-7.473,256025.337,388272.975,MONDEGO,RIO MONDEGO,48.38,883.04,GUARDA,GOUVEIA,FOLGOSINHO,-,EDP,-,LIMNIMÉTRICA COM DESCARREGADOR,18-04-1943,30-09-2012,-,-,NÃO,EXTINTA,
04K/01H,PARADA MONTEIROS (R.E.),240,41.569,-7.732,233466.2,511153.237,DOURO,RIO TÂMEGA,1561.16,221.51,VILA REAL,VILA POUCA DE AGUIAR,PARADA DE MONTEIROS,-,EDP,-,LIMNIMÉTRICA,27-09-1979,-,-,-,NÃO,ATIVA,
03J/03H,PARADELA DO RIO,708,41.771,-7.949,215311.2,533475.2,CÁVADO/RIBEIRAS COSTEIRAS,RIO CÁVADO,215.13,-,VILA REAL,MONTALEGRE,FIÃES DO RIO,-,CCDR-NORTE,-,ESCALA,01-10-1941,30-09-1952,-,-,NÃO,EXTINTA,
30G/02H,PARDIEIRO,50,37.289,-8.476,169633.638,35950.163,ARADE,RIBEIRA DE ODELOUCA,396.62,-,FARO,MONCHIQUE,ALFERCE,-,CCDR-ALGARVE,-,ESCALA,01-10-1971,01-05-1985,-,-,NÃO,EXTINTA,
03E/01H,PASSAGEM,0,41.726,-8.678,154667.987,528669.688,LIMA,RIO LIMA,2373.06,-,VIANA DO CASTELO,VIANA DO CASTELO,LANHESES,-,CCDR-NORTE,-,ESCALA,01-10-1941,30-09-1963,-,-,NÃO,EXTINTA,
20I/04H,PAVIA,136,38.896,-8.003,211300.536,214267.336,TEJO,RIBEIRA DE TERA,616.63,-,ÉVORA,MORA,PAVIA,Autoridade Nacional da Água,CCDR-ALENTEJO,Sensor de nível com descarregador,LIMNIMÉTRICA COM DESCARREGADOR,01-10-1912,-,02-05-2001,-,SIM,ATIVA,
09H/01H,PEDRE RIBEIRADIO,59,40.748,-8.296,186275.825,419954.725,VOUGA/RIBEIRAS COSTEIRAS,RIO VOUGA,926.92,49.81,AVEIRO,SEVER DO VOUGA,COUTO DE ESTEVES,-,CCDR-CENTRO,-,ESCALA,12-01-1962,28-02-1982,-,-,NÃO,EXTINTA,
25L/01H,PEDROGÃO,88,38.106,-7.644,242861.787,126676.726,GUADIANA,RIO GUADIANA,59403.96,59.71,BEJA,SERPA,BRINCHES,-,CCDR-ALENTEJO,-,LIMNIMÉTRICA,01-10-1945,01-05-1966,-,-,NÃO,EXTINTA,
28G/02H,PEGO DAS CARRETAS,62,37.51,-8.442,172665.075,60473,MIRA,RIO MIRA,523.51,-,BEJA,ODEMIRA,SANTA CLARA-A-VELHA,-,CCDR-ALENTEJO,-,LIMNIMÉTRICA,01-10-1957,30-09-1964,-,-,NÃO,EXTINTA,
19C/01H,PENEDOS DE ALENQUER,123,39.134,-9.084,117784.953,241118,TEJO,RIO ALENQUER,5.78,-,LISBOA,ALENQUER,VENTOSA,-,CCDR-LVT,-,Limnigráfica com descarregador,01-06-1980,30-09-1991,-,-,NÃO,EXTINTA,
04F/01H,PENIDE (CENTRAL),5,41.528,-8.625,158935.505,506588.105,CÁVADO/RIBEIRAS COSTEIRAS,RIO CÁVADO,1434.48,16.88,BRAGA,BARCELOS,BARCELINHOS,-,CCDR-NORTE,-,Limnigráfica,25-10-1954,30-09-1977,-,-,NÃO,EXTINTA,
06G/03H,PEREIRAS,331,41.31,-8.442,174133.778,482385.52,LEÇA,RIO LEÇA,10.57,-,PORTO,SANTO TIRSO,MONTE CÓRDOVA,-,CCDR-NORTE,-,Limnigráfica,03-01-1980,30-09-1990,-,-,NÃO,EXTINTA,
30F/01H,PEREIRO,83,37.211,-8.642,154824.373,27390.84,RIBEIRAS DO ALGARVE,RIBEIRO DO ARAO,25.42,-,FARO,PORTIMÃO,MEXILHOEIRA GRANDE,-,CCDR-ALGARVE,-,Escala com descarregador,01-10-1933,31-10-1960,-,-,NÃO,EXTINTA,
17F/05H,PERNES CANAL,30,39.386,-8.657,154825.68,268759.669,TEJO,RIO ALVIELA,163.06,-,SANTARÉM,SANTARÉM,PERNES,-,CCDR-LVT,-,ESCALA,01-10-1978,30-09-1993,-,-,NÃO,EXTINTA,
09G/02H,PESSEGUEIRO DO VOUGA,49,40.709,-8.358,180982.817,415549.255,VOUGA/RIBEIRAS COSTEIRAS,RIO VOUGA,977.93,-,AVEIRO,SEVER DO VOUGA,PARADELA,-,CCDR-CENTRO,-,LIMNIMÉTRICA COM DESCARREGADOR,01-11-1936,31-01-1961,-,-,NÃO,EXTINTA,
06L/01H,PINHÃO (R.E.),82,41.18,-7.551,248831.188,468060.098,DOURO,RIO DOURO,89914.71,61.62,VISEU,SÃO JOÃO DA PESQUEIRA,ERVEDOSA DO DOURO,-,EDP,-,LIMNIMÉTRICA,14-12-1945,-,-,-,NÃO,ATIVA,
07O/01H,POCINHO,113,41.159,-7.114,285547.655,466022.913,DOURO,RIO DOURO,81293.94,-,BRAGANÇA,TORRE DE MONCORVO,TORRE DE MONCORVO,-,CCDR-NORTE,-,LIMNIMÉTRICA,01-04-1931,01-10-1975,-,-,NÃO,EXTINTA,
09H/02H,POIAS RIBEIRADIO,59,40.744,-8.307,185302.229,419470.417,VOUGA/RIBEIRAS COSTEIRAS,RIO VOUGA,929,47.65,AVEIRO,SEVER DO VOUGA,COUTO DE ESTEVES,-,CCDR-CENTRO,-,ESCALA,01-10-1960,30-09-1975,-,-,NÃO,EXTINTA,
28L/03H,POMARÃO,-,37.555465,-7.524444,253678.3,65754.92,GUADIANA,RIO GUADIANA,63045.32,3.555,BEJA,MÉRTOLA,SANTANA DE CAMBAS,APA,-,SENSOR DE NÍVEL,-,-,-,07-10-2016,-,SIM,SUSPENSA,
22C/02H,PONTE AIANA,28,38.503,-9.149,111347.403,171113.443,SADO,RIBEIRA DE AIANA OU DO CAIXEIRO OU DO CARVALHO,11.07,-,SETÚBAL,SESIMBRA,SESIMBRA (CASTELO),-,CCDR-LVT,-,LIMNIMÉTRICA,01-10-1986,30-09-1989,-,-,NÃO,EXTINTA,
19C/03H,PONTE ALENQUER,53,39.05,-9.004,124582.469,231711.365,TEJO,RIO ALENQUER,117.89,16.09,LISBOA,ALENQUER,ALENQUER (SANTO ESTÊVÃO),Autoridade Nacional da Água,CCDR-LVT,-,Limnigráfica com descarregador,03-10-1979,30-09-1993,-,-,NÃO,EXTINTA,
19N/02H,PONTE ALGALÉ,240,39.056,-7.27,274710.895,232350.213,GUADIANA,RIBEIRA DE ALGALÉ,123.8,286.51,PORTALEGRE,ARRONCHES,ASSUNÇÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,SENSOR DE NÍVEL,LIMNIMÉTRICA,22-12-1980,-,26-04-2001,-,SIM,ATIVA,
26G/04H,PONTE ALVALADE CAMPILHAS,45,37.932,-8.404,176185.341,107290.982,SADO,RIBEIRA DE CAMPILHAS,698.32,42.68,SETÚBAL,SANTIAGO DO CACÉM,ALVALADE,Autoridade Nacional da Água,CCDR-ALENTEJO,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-01-1980,-,05-11-2001,-,SIM,ATIVA,
26G/05H,PONTE ALVALADE SADO,49,37.941,-8.383,178027.985,108272.31,SADO,RIO SADO,669.75,42.9,SETÚBAL,SANTIAGO DO CACÉM,ALVALADE,Autoridade Nacional da Água,CCDR-ALENTEJO,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-01-1980,-,10-07-2001,-,SIM,SUSPENSA,
18F/04H,PONTE ALVIELA (EN365),10,39.321,-8.595,160186.605,261550.896,TEJO,RIO ALVIELA,327.38,-,SANTARÉM,SANTARÉM,SÃO VICENTE DO PAUL,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,16-05-2002,19-07-2003,NÃO,DESATIVADA,
22C/01H,PONTE APOSTIÇA,9,38.532,-9.127,113374.604,174269.167,SADO,RIBEIRA DA APOSTIÇA OU DA BRAVA OU LAGOA DA ALBUFEIRA,41.29,-,SETÚBAL,SESIMBRA,SESIMBRA (CASTELO),Autoridade Nacional da Água,CCDR-LVT,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-10-1985,-,19-04-2001,-,NÃO,ATIVA,
10G/01H,PONTE ARRANCADA,22,40.625,-8.433,174644,406273.51,VOUGA/RIBEIRAS COSTEIRAS,RIO MARNEL,22.73,-,AVEIRO,ÁGUEDA,VALONGO DO VOUGA,-,CCDR-CENTRO,-,ESCALA,01-10-1974,30-09-1990,-,-,NÃO,EXTINTA,
05E/03H,PONTE AVE,8,41.351,-8.681,154181.677,486990.271,AVE,RIO AVE,1107.72,-,PORTO,VILA DO CONDE,BAGUNTE,Autoridade Nacional da Água,CCDR-NORTE,-,LIMNIMÉTRICA,01-10-1985,01-01-2003,-,-,NÃO,SUSPENSA,
12E/01H,PONTE AZENHA NOVA,4,40.223,-8.72,150021.187,361708.021,MONDEGO,RIO FOJA,50.31,5.5,COIMBRA,FIGUEIRA DA FOZ,FERREIRA-A-NOVA,Autoridade Nacional da Água,CCDR-CENTRO,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-10-1972,-,08-11-2001,-,NÃO,ATIVA,
05Q/03H,PONTE AZIBO,212,41.406,-6.803,311222.438,493796.032,DOURO,RIO AZIBO,282.76,207.42,BRAGANÇA,MOGADOURO,CASTRO VICENTE,-,EDP-INAG,-,ESCALA,12-10-1957,31-07-1976,-,-,NÃO,EXTINTA,
09I/06H,PONTE AZIVAL (R.E.),195,40.75716417,-8.04603138,207251.8629,421094.4502,VOUGA/RIBEIRAS COSTEIRAS,RIO VOUGA,-,-,VISEU,SÃO PEDRO DO SUL,SÃO PEDRO DO SUL,CAMARA MUNICIPAL DE SÃO PEDRO DO SUL,-,SENSOR DE NÍVEL,-,-,-,19-03-2021,-,SIM,ATIVA,
11H/03H,PONTE AÇUDE DO SAIMILO,134,40.346,-8.182,195868.594,375234.333,MONDEGO,RIO DÃO,1380.17,-,VISEU,MORTÁGUA,ALMAÇA,-,CCDR-CENTRO,-,LIMNIMÉTRICA,02-01-1939,05-06-1976,-,-,NÃO,EXTINTA,
14D/02H,PONTE BAJANCA,7,39.883,-8.935,131391.281,324191.552,LIS/RIBEIRAS COSTEIRAS,RIO LIS,829.34,.8,LEIRIA,MARINHA GRANDE,VIEIRA DE LEIRIA,-,CCDR-CENTRO,-,ESCALA,01-10-1955,28-02-1966,-,-,NÃO,EXTINTA,
18E/06H,PONTE BARBANCHO,11,39.272,-8.787,143553,256188,TEJO,RIBEIRA DAS ALCOBERTAS OU FRÁGUAS,254.92,-,SANTARÉM,SANTARÉM,MOÇARRIA,-,CCDR-LVT,-,Limnigráfica,01-02-1981,30-09-1990,-,-,NÃO,EXTINTA,
19C/02H,PONTE BARNABÉ,42,39.056,-9.013,123867.184,232434.734,TEJO,RIO ALENQUER,112.83,24.76,LISBOA,ALENQUER,ALENQUER (TRIANA),Autoridade Nacional da Água,CCDR-LVT,SENSOR DE NÍVEL,Limnigráfica,24-09-1979,-,15-11-2001,-,NÃO,ATIVA,
07H/04H,PONTE BATEIRA,49,41.04,-8.231,191783.291,452309.269,DOURO,RIO PAIVA,774.07,24.42,AVEIRO,CASTELO DE PAIVA,BAIRROS,Autoridade Nacional da Água,CCDR-NORTE,SENSOR DE NÍVEL,ESCALA,01-10-1956,31-03-1966,28-01-2002,11-09-2019,NÃO,DESATIVADA,
04G/01H,PONTE BICO,23,41.608,-8.432,175070.574,515438.405,CÁVADO/RIBEIRAS COSTEIRAS,RIO HOMEM,256.84,-,BRAGA,VILA VERDE,SOUTELO,-,CCDR-NORTE,-,ESCALA,01-10-1934,30-11-1964,-,-,NÃO,EXTINTA,
04G/07H,PONTE BICO (CÁVADO),22,41.606,-8.43,175226.651,515235.953,CÁVADO/RIBEIRAS COSTEIRAS,RIO CÁVADO,915.65,-,BRAGA,BRAGA,PALMEIRA,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,03-09-2003,25-05-2009,NÃO,DESATIVADA,
05G/01H,PONTE BRANDÃO,96,41.414,-8.368,180344.006,493856.269,AVE,RIO SELHO,64.68,89.47,BRAGA,GUIMARÃES,GONDAR,Autoridade Nacional da Água,CCDR-NORTE,SENSOR DE NÍVEL,LIMNIMÉTRICA,11-10-1977,-,25-06-2003,-,NÃO,ATIVA,
20H/02H,PONTE BROTAS,76,38.882,-8.173,196534,212749,TEJO,RIO DIVÔR,286.69,-,ÉVORA,MORA,BROTAS,Autoridade Nacional da Água,CCDR-ALENTEJO,SENSOR DE NÍVEL,Limnigráfica,01-10-1986,-,20-04-2001,23-04-2002,NÃO,DESATIVADA,
12G/02H,PONTE CABOUCO,30,40.178,-8.372,179622.322,356585.536,MONDEGO,RIO CEIRA,502.81,27.08,COIMBRA,COIMBRA,CEIRA,Autoridade Nacional da Água,CCDR-CENTRO,SENSOR DE NÍVEL,Limnigráfica,24-11-1958,-,08-11-2001,-,SIM,SUSPENSA,
14I/01H,PONTE CABRIL,201,39.904,-8.139,199465.919,326149,TEJO,RIO ZÊZERE,2424.9,158,CASTELO BRANCO,SERTÃ,PEDRÓGÃO PEQUENO,-,CCDR-CENTRO,-,LIMNIMÉTRICA,01-11-1939,30-09-1953,-,-,NÃO,EXTINTA,
19D/06H,PONTE CADAFAIS,5,39.007,-8.952,129065.602,226908.629,TEJO,RIO GRANDE DA PIPA,119.94,-,LISBOA,ALENQUER,CARREGADO,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,20-12-2005,-,SIM,ATIVA,
03G/05H,PONTE CALDELAS,41,41.671,-8.385,178986.447,522430.122,CÁVADO/RIBEIRAS COSTEIRAS,RIO HOMEM,180.44,-,BRAGA,VILA VERDE,COUCIEIRO,-,CCDR-NORTE,-,LIMNIMÉTRICA,01-10-1941,31-05-1965,-,-,NÃO,EXTINTA,
12G/03H,PONTE CAMINHO DE FERRO,19,40.217,-8.444,173549.142,360994.152,MONDEGO,RIO MONDEGO,4940.45,13.3,COIMBRA,COIMBRA,SANTA CLARA,-,CCDR-CENTRO,-,ESCALA,01-10-1934,31-07-1979,-,-,NÃO,EXTINTA,
13H/02H,PONTE CAMINHO DE FERRO (CEIRA),112,40.153,-8.218,192757.858,353871.518,MONDEGO,RIO CEIRA,344.81,21.89,COIMBRA,LOUSÃ,SERPINS,-,CCDR-CENTRO,-,ESCALA,01-06-1963,31-03-1974,-,-,NÃO,EXTINTA,
20C/01H,PONTE CANAS,6,38.851,-9.125,113865.371,209761,TEJO,RIO TRANCÃO,103.72,3.34,LISBOA,LOURES,SÃO JULIÃO DO TOJAL,-,CCDR-LVT,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-10-1959,30-09-1991,25-06-2015,-,NÃO,SUSPENSA,
06I/02H,PONTE CANAVEZES (R.E.),67,41.195,-8.161,197700.142,469549.051,DOURO,RIO TÂMEGA,3163.33,40.77,PORTO,MARCO DE CANAVESES,SOBRETÂMEGA,-,EDP,-,LIMNIMÉTRICA,09-12-1955,30-03-1988,-,-,NÃO,EXTINTA,
21F/01H,PONTE CANHA,30,38.765,-8.617,157947.634,199874.995,TEJO,RIO ALMANSOR OU RIBEIRA DE SANTO ESTEVÃO OU DE CANHA,493.8,29.33,SETÚBAL,MONTIJO,CANHA,Autoridade Nacional da Água,CCDR-LVT,-,Limnigráfica,01-10-1979,30-09-1990,-,-,NÃO,EXTINTA,
25H/01H,PONTE CANHESTROS,51,38.05348433,-8.30630401,184796.178,120752.248,SADO,RIBEIRA DO PORTO DE MOUROS OU DA FIGUEIRA OU ALFUNDÃO OU TRAMANQUEIRA,528.42,-,BEJA,FERREIRA DO ALENTEJO,CANHESTROS,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,10-05-2001,27-05-2008,NÃO,DESATIVADA,
20C/03H,PONTE CARDOSAS,65,38.983,-9.052,120392.325,224349.422,TEJO,RIO GRANDE DA PIPA,61.18,53.405,LISBOA,ARRUDA DOS VINHOS,ARRUDA DOS VINHOS,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,17-01-2002,-,SIM,ATIVA,
13E/04H,PONTE CASAL DA ROLA,5,40.021,-8.723,149628.934,339310.355,MONDEGO,RIO PRANTO OU RIBEIRA DE CARNIDE,141.66,4.37,LEIRIA,POMBAL,LOURIÇAL,Autoridade Nacional da Água,CCDR-CENTRO,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-10-1972,-,13-02-2002,-,SIM,ATIVA,
22G/03H,PONTE CASEBRES,47,38.53241336,-8.45670283,171782.492,173950.411,SADO,RIBEIRA DE SÃO MARTINHO,57.73,-,ÉVORA,MONTEMOR-O-NOVO,CABRELA,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,23-04-2001,-,NÃO,ATIVA,
02P/01H,PONTE CASTRELOS,623,41.837,-6.892,303068.668,541630.902,DOURO,RIO BACEIRO,120.27,-,BRAGANÇA,BRAGANÇA,CASTRELOS,Autoridade Nacional da Água,CCDR-NORTE,SENSOR DE NÍVEL,LIMNIMÉTRICA,12-08-1981,-,01-09-2003,-,NÃO,ATIVA,
13F/02H,PONTE CASÉVEL,13,40.127,-8.553,164184.2,351071.829,MONDEGO,VALA DA GRANJA OU RIO EGA OU RIO DE MOUROS OU RIBEIRA DE CARAGLIO SECO,143.44,8.46,COIMBRA,CONDEIXA-A-NOVA,SEBAL,Autoridade Nacional da Água,CCDR-CENTRO,SENSOR DE NÍVEL,Limnigráfica,01-10-1972,-,01-02-2002,10-03-2009,NÃO,DESATIVADA,
04J/05H,PONTE CAVEZ (R.E.),211,41.513,-7.893,220023.947,504911.443,DOURO,RIO TÂMEGA,1995.99,159.66,VILA REAL,RIBEIRA DE PENA,CERVA,-,EDP,-,LIMNIMÉTRICA,24-10-1957,-,-,-,NÃO,ATIVA,
17G/07H,PONTE CHAMUSCA,21,39.383,-8.461,171787.484,268430.871,TEJO,RIO TEJO,67673.71,11.42,SANTARÉM,GOLEGÃ,GOLEGÃ,Autoridade Nacional da Água,CCDR-LVT,SENSOR DE NÍVEL,ESCALA,01-10-1943,-,14-12-2001,-,SIM,DESATIVADA,
22C/03H,PONTE COINA,14,38.57176071,-9.0341639,121473.311,178654.285,TEJO,RIO COINA OU VALA REAL,77.88,-,SETÚBAL,SETÚBAL,SÃO LOURENÇO,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,01-06-2001,-,NÃO,ATIVA,
12J/01H,PONTE COJA,184,40.269,-7.99,212193.932,366749.019,MONDEGO,RIO ALVA OU RIBEIRA DA FERVENÇA,435.12,169.65,COIMBRA,ARGANIL,COJA,Autoridade Nacional da Água,CCDR-CENTRO,SENSOR DE NÍVEL,ESCALA,01-10-1917,30-09-1990,01-07-2017,-,NÃO,SUSPENSA,
12G/08H,PONTE CONRARIA,25,40.174,-8.394,177784.738,356193.202,MONDEGO,RIO CEIRA,732.67,19.09,COIMBRA,COIMBRA,CASTELO VIEGAS,Autoridade Nacional da Água,CCDR-CENTRO,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-10-1986,-,04-07-2001,-,SIM,ATIVA,
20F/02H,PONTE CORUCHE,17,38.957717,-8.521542,166330,221186,TEJO,RIO SORRAIA,5847.16,12.1,SANTARÉM,CORUCHE,CORUCHE,Autoridade Nacional da Água,CCDR-LVT,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-07-1900,-,15-02-2001,-,SIM,ATIVA,
19D/05H,PONTE COURAÇA,9,39.016,-8.973,127239.592,227870.532,TEJO,RIO GRANDE DA PIPA,112.49,2.679,LISBOA,ALENQUER,CARREGADO,Autoridade Nacional da Água,CCDR-LVT,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-10-1980,-,15-12-1997,05-09-2001,NÃO,DESATIVADA,
02P/02H,PONTE COUÇO (MOIMENTA),740,41.947,-6.968,296631,553721,DOURO,RIO TUELA,169.04,-,BRAGANÇA,VINHAIS,MOIMENTA,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,18-09-2003,-,NÃO,SUSPENSA,
22D/01H,PONTE CP MOITA,25,38.601,-8.995,124904.89,181875.108,TEJO,RIBEIRA DA MOITA,17.04,-,SETÚBAL,PALMELA,QUINTA DO ANJO,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,19-04-2001,29-04-2008,NÃO,DESATIVADA,
03G/02H,PONTE DA BARCA,29,41.809,-8.421,176102.876,537792.063,LIMA,RIO LIMA,1728.77,15.52,VIANA DO CASTELO,PONTE DA BARCA,PONTE DA BARCA,Autoridade Nacional da Água,CCDR-NORTE,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-10-1939,-,21-01-2003,-,SIM,ATIVA,
17H/03H,PONTE DE ABRANTES,23,39.45,-8.196,194582.891,275789.2,TEJO,RIO TEJO,61975.39,18.83,SANTARÉM,ABRANTES,ABRANTES (SÃO JOÃO),Autoridade Nacional da Água,CCDR-LVT,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-12-1943,30-09-1982,13-12-2001,-,SIM,DESATIVADA,
03F/02H,PONTE DE LIMA,11,41.764,-8.591,161946.09,532832.509,LIMA,RIO LIMA,2220.57,4.66,VIANA DO CASTELO,PONTE DE LIMA,PONTE DE LIMA,-,CCDR-NORTE,-,LIMNIMÉTRICA,01-10-1934,12-02-2003,-,-,NÃO,EXTINTA,
03F/03H,PONTE DE LIMA (SÃO JOÃO),11,41.764,-8.591,161946.09,532832.509,LIMA,RIO LIMA,2220.56,1.76,VIANA DO CASTELO,PONTE DE LIMA,PONTE DE LIMA,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,13-02-2003,-,SIM,ATIVA,
03G/01H,PONTE DE SANTAR,24,41.813,-8.428,175461.452,538185.037,LIMA,RIO VEZ,262.5,18.42,VIANA DO CASTELO,ARCOS DE VALDEVEZ,PAÇÔ,-,CCDR-NORTE,-,LIMNIMÉTRICA,01-10-1939,30-09-1943,-,-,NÃO,EXTINTA,
11I/07H,PONTE DINHA,187,40.478,-8.055,206663.436,389912.218,MONDEGO,RIO DINHA,100.61,-,VISEU,TONDELA,MOURAZ,-,CCDR-CENTRO,-,Limnigráfica,01-10-1981,30-09-1990,-,-,NÃO,EXTINTA,
10K/06H,PONTE DOBREIRA,363,40.528,-7.675,238854.482,395550.01,VOUGA/RIBEIRAS COSTEIRAS,RIO SUL OU TORTO OU RIBEIRA DE ALVANDEIRA,63.08,-,GUARDA,GOUVEIA,CATIVELOS,Autoridade Nacional da Água,CCDR-CENTRO,SENSOR DE NÍVEL,Limnigráfica,01-10-1981,-,26-12-2001,-,NÃO,ATIVA,
05J/01H,PONTE ERMELO,307,41.365,-7.895,219948.293,488440.358,DOURO,RIO OLO,53.6,-,VILA REAL,MONDIM DE BASTO,ERMELO,Autoridade Nacional da Água,CCDR-NORTE,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-10-1981,-,31-07-2003,-,NÃO,SUSPENSA,
20G/01H,PONTE ERRA,22,38.994,-8.458,171868.091,225224.696,TEJO,VALA DE ERRA,230.77,20.6,SANTARÉM,CORUCHE,ERRA,Autoridade Nacional da Água,CCDR-LVT,-,Limnigráfica,01-10-1986,30-09-1993,-,-,NÃO,EXTINTA,
10K/02H,PONTE FAGILDE,298,40.635,-7.82,226509.212,407394.186,MONDEGO,RIO DÃO,442.87,-,VISEU,VISEU,POVOLIDE,-,CCDR-CENTRO,-,ESCALA,01-06-1917,30-06-1923,-,-,NÃO,EXTINTA,
10N/01H,PONTE FAIA,473,40.569,-7.313,269468.867,400316,MONDEGO,RIO MONDEGO,200.56,465.78,GUARDA,GUARDA,ALDEIA VIÇOSA,Autoridade Nacional da Água,CCDR-CENTRO,SENSOR DE NÍVEL,LIMNIMÉTRICA,01-10-1920,-,06-11-2001,-,NÃO,ATIVA,
04E/02H,PONTE FAO,0,41.515,-8.77,146826.666,505231.142,CÁVADO/RIBEIRAS COSTEIRAS,RIO CÁVADO,1577.33,-,BRAGA,ESPOSENDE,FÃO,-,CCDR-NORTE,-,LIMNIMÉTRICA,01-06-1941,31-05-1951,-,-,NÃO,EXTINTA,
21K/01H,PONTE FARGELA,208,38.815,-7.797,229221.212,205309.693,TEJO,RIBEIRA DA FARGELA,54.1,-,ÉVORA,ARRAIOLOS,VIMIEIRO,-,CCDR-ALENTEJO,-,LIMNIMÉTRICA,01-10-1955,15-03-1976,-,-,NÃO,EXTINTA,
09O/03H,PONTE FIGUEIRA,507,40.783,-7.056,290904.957,424331.696,DOURO,RIBEIRA DAS CABRAS,273.22,493.44,GUARDA,PINHEL,PINHEL,Autoridade Nacional da Água,-,SENSOR DE NÍVEL,-,-,-,04-01-2002,17-09-2003,NÃO,DESATIVADA,
09O/02H,PONTE FIGUEIRA (R.E.),502,40.784,-7.056,290909.779,424482.044,DOURO,RIBEIRA DAS CABRAS,273.33,493.44,GUARDA,PINHEL,PINHEL,-,EDP,-,LIMNIMÉTRICA,25-03-1981,-,-,-,NÃO,ATIVA,
